1,4096,6144,21,0,0,15,1,0,24,0,0.0210125
1,4096,4096,21,0,0,15,1,0,23,0,0.0204493
1,4096,28672,21,0,0,15,1,0,18,0,0.0854733
1,14336,4096,21,0,0,15,1,0,24,0,0.0490291
2,4096,6144,21,0,0,15,1,0,24,0,0.021033
2,4096,4096,21,0,0,15,1,0,23,0,0.0207565
2,4096,28672,21,0,0,15,1,0,18,0,0.0838451
2,14336,4096,21,0,0,15,1,0,24,0,0.049152
3,4096,6144,21,0,0,15,1,0,24,0,0.0211251
3,4096,4096,21,0,0,15,1,0,23,0,0.0208486
3,4096,28672,21,0,0,15,1,0,18,0,0.0842138
3,14336,4096,21,0,0,15,1,0,24,0,0.0492032
4,4096,6144,21,0,0,15,1,0,23,0,0.0211661
4,4096,4096,21,0,0,15,1,0,23,0,0.0206746
4,4096,28672,21,0,0,15,1,0,18,0,0.0845722
4,14336,4096,21,0,0,15,1,0,24,0,0.0492954
8,4096,6144,21,0,0,15,1,0,23,0,0.0212582
8,4096,4096,21,0,0,15,1,0,23,0,0.020777
8,4096,28672,21,0,0,15,1,0,18,0,0.0854118
8,14336,4096,21,0,0,15,1,0,24,0,0.0498278
12,4096,6144,21,0,0,15,1,0,23,0,0.0212685
12,4096,4096,21,0,0,15,1,0,23,0,0.0208486
12,4096,28672,21,0,0,15,1,0,18,0,0.0856064
12,14336,4096,21,0,0,15,1,0,24,0,0.0497971
16,4096,6144,21,0,0,15,1,0,23,0,0.0214528
16,4096,4096,21,0,0,15,1,0,23,0,0.0208486
16,4096,28672,21,0,0,15,1,0,18,0,0.0865894
16,14336,4096,21,0,0,15,1,0,24,0,0.0500941
32,4096,6144,21,0,0,15,1,0,23,0,0.0226304
32,4096,4096,21,0,0,15,1,0,23,0,0.020992
32,4096,28672,21,0,0,15,1,0,18,0,0.089641
32,14336,4096,21,0,0,15,1,0,24,0,0.0504832
48,4096,6144,21,0,0,15,1,0,23,0,0.0241664
48,4096,4096,21,0,0,15,1,0,23,0,0.0210739
48,4096,28672,21,0,0,15,1,0,18,0,0.0938906
48,14336,4096,21,0,0,15,1,0,24,0,0.0513229
64,4096,6144,21,0,0,15,1,0,23,0,0.0250163
64,4096,4096,21,0,0,15,1,0,23,0,0.0213299
64,4096,28672,21,0,0,15,1,0,24,0,0.0965939
